id,attn1,attn2,practice_sim_1,practice_sim_2,practice_sim_3,practice_sim_4,pair,rating_num,order,q1,q2,q1_program,q2_program,q1_standard,q2_standard,similarity
38,1,1,1,1,4,4,23,6,21,Does the blue and red monster have the same head as the purple?,How many circle headed monsters are there?,(=== (map (lambda x0 (shape x0)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the monsters have the same head shape?,How many monsters have a circle head?,1
38,1,1,1,1,4,4,46,7,21,Is there any monster with more than one leg?,Does the monster with the square head have two three or one leg?,(any (map (lambda x0 (> (legs x0) 1)) (set b r p))),(legs b),Do any of the monsters have more than one leg?,How many legs does the blue monster have?,2
38,1,1,1,1,4,4,95,8,12,Do the square headed monsters have more than one leg?,Do any of the monsters have a circle head?,(all (map (lambda x0 (> (legs x0) 1)) (shapeObjects Square))),(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the square-headed monsters have more than one leg?,Do any of the monsters have a circle head?,1
38,1,1,1,1,4,4,19,9,21,Hoe many monsters have round heads?,Does the blue and purple monster have the same amount of legs?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(== (legs b) (legs p)),How many monsters have a circle head?,Does the blue monster have the same number of legs as the purple monster?,1
38,1,1,1,1,4,4,51,10,12,What is the shape of the red monster's head?,Does the purple monster have the same legs and head as the red monster?,(shape r),(and (== (legs p) (legs r)) (== (shape p) (shape r))),What shape is the red monster's head?,Does the purple monster have the same number of legs and head shape as the red monster?,1
38,1,1,1,1,4,4,63,11,21,How many square heads are there?,Does the purple monster have three legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(== (legs p) 3),How many monsters have a square head?,Does the purple monster have three legs?,1
38,1,1,1,1,4,4,56,12,12,What is the red monster's head shape is it a circle or a square?,How many monsters have three legs?,(shape r),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),What shape is the red monster's head?,How many monsters have three legs?,1
38,1,1,1,1,4,4,68,13,12,Does any of the monsters have a square head?,Are all the heads the same?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),Do any of the monsters have a square head?,Do all the monsters have the same head shape?,1
38,1,1,1,1,4,4,97,14,21,How many legs does the purple monster have?,What head does a red monster have?,(legs p),(shape r),How many legs does the purple monster have?,What shape is the red monster's head?,1
38,1,1,1,1,4,4,57,15,12,Does the purple monster have three legs?,How many monsters have square heads?,(== (legs p) 3),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),Does the purple monster have three legs?,How many monsters have a square head?,1
39,1,1,1,1,5,4,22,1,21,How many legs are in the box?,How many legs does the purple monster have?,(++ (map (lambda x0 (legs x0)) (set b r p))),(legs p),How many legs do all the monsters have combined together?,How many legs does the purple monster have?,4
39,1,1,1,1,5,4,1,2,21,How many legs does purple have?,How many monsters have one foots?,(legs p),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),How many legs does the purple monster have?,How many monsters have one leg?,4
39,1,1,1,1,5,4,3,3,12,Do all of the monsters have circle heads?,What shape is the blue monsters head?,(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(shape b),Do all the monsters have a circle head?,What shape is the blue monster's head?,4
39,1,1,1,1,5,4,9,4,12,Does the red monster have a square head?,Do the monsters all have one leg?,(== (shape r) Square),(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),Does the red monster have a square head?,Do all the monsters have one leg?,1
39,1,1,1,1,5,4,72,5,21,How many different shapes are the monsters heads?,How many monsters have a square head?,(setSize (unique (map (lambda x0 (shape x0)) (set b r p)))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many different head shapes do the monsters have?,How many monsters have a square head?,3
39,1,1,1,1,5,4,32,6,21,How many legs do they have combined?,Is the purple monster's head the same shape as the blue's head?,(++ (map (lambda x0 (legs x0)) (set b r p))),(== (shape p) (shape b)),How many legs do all the monsters have combined together?,Is the purple monster's head the same shape as the blue monster's head?,1
39,1,1,1,1,5,4,42,7,21,What is the shape of the red monster's head?,Does the purple monster have two feet?,(shape r),(== (legs p) 2),What shape is the red monster's head?,Does the purple monster have two legs?,1
39,1,1,1,1,5,4,85,8,12,Does the blue monster have the same amount of legs as the purple and red monster?,Do the blue and red look the same?,(=== (map (lambda x0 (legs x0)) (set b r p))),(and (== (legs b) (legs r)) (== (shape b) (shape r))),Do all the monsters have the same number of legs?,Does the blue monster have the same number of legs and head shape as the red monster?,2
39,1,1,1,1,5,4,39,9,21,How many monsters have square heads?,What head does the red thing have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,4
39,1,1,1,1,5,4,91,10,21,Do all the monsters have the same shape head?,Is the red one circle?,(=== (map (lambda x0 (shape x0)) (set b r p))),(== (shape r) Circle),Do all the monsters have the same head shape?,Does the red monster have a circle head?,4
39,1,1,1,1,5,4,73,11,21,Does the red monster have the same head as the purple monster?,How many monsters have one leg?,(== (shape r) (shape p)),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),Is the red monster's head the same shape as the purple monster's head?,How many monsters have one leg?,1
39,1,1,1,1,5,4,88,12,21,What is the shape of the red monster's head?,Does the red monster have three legs?,(shape r),(== (legs r) 3),What shape is the red monster's head?,Does the red monster have three legs?,2
39,1,1,1,1,5,4,84,13,12,Do the red monster and the blue monster have the same head?,How many legs does the red monster have?,(== (shape r) (shape b)),(legs r),Is the red monster's head the same shape as the blue monster's head?,How many legs does the red monster have?,1
39,1,1,1,1,5,4,95,14,21,Do the square headed monsters have more than one leg?,Do any of the monsters have a circle head?,(all (map (lambda x0 (> (legs x0) 1)) (shapeObjects Square))),(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the square-headed monsters have more than one leg?,Do any of the monsters have a circle head?,1
39,1,1,1,1,5,4,23,15,21,Does the blue and red monster have the same head as the purple?,How many circle headed monsters are there?,(=== (map (lambda x0 (shape x0)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the monsters have the same head shape?,How many monsters have a circle head?,4
40,1,1,1,1,4,4,50,1,12,How many monsters have heads that are squares?,How many circle heads are there?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many monsters have a square head?,How many monsters have a circle head?,3
40,1,1,1,1,4,4,75,2,21,Do the red and blue monsters have the same shape of the head?,Do any of the monsters have three legs?,(== (shape r) (shape b)),(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),Is the red monster's head the same shape as the blue monster's head?,Do any of the monsters have three legs?,1
40,1,1,1,1,4,4,39,3,12,How many monsters have square heads?,What head does the red thing have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,4
40,1,1,1,1,4,4,81,4,12,Does the purple monster have three legs?,Does the red monster have a square head and three legs?,(== (legs p) 3),(and (== (legs r) 3) (== (shape r) Square)),Does the purple monster have three legs?,Does the red monster have three legs and a square head?,4
40,1,1,1,1,4,4,26,5,12,How much legs does the red monster have?,Are any of their heads a circle?,(legs r),(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,Do any of the monsters have a circle head?,1
40,1,1,1,1,4,4,86,6,21,Is the purple monster the only one with a square head?,What shape does the red head have?,(and (and (== (shape r) Circle) (== (shape b) Circle)) (== (shape p) Square)),(shape r),"Does the red monster have a circle head, the blue monster have a circle head, and the purple monster have a square head?",What shape is the red monster's head?,3
40,1,1,1,1,4,4,22,7,21,How many legs are in the box?,How many legs does the purple monster have?,(++ (map (lambda x0 (legs x0)) (set b r p))),(legs p),How many legs do all the monsters have combined together?,How many legs does the purple monster have?,4
40,1,1,1,1,4,4,36,8,12,Do they both have circle heads?,Do all the monsters have a circle head?,(and (== (shape b) Circle) (== (shape r) Circle)),(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do the blue monster and the red monster both have a circle head?,Do all the monsters have a circle head?,6
40,1,1,1,1,4,4,4,9,12,How many legs does the purple monster have?,How many legs does the blue monster have?,(legs p),(legs b),How many legs does the purple monster have?,How many legs does the blue monster have?,5
40,1,1,1,1,4,4,21,10,12,How many legs are there total?,How many monsters have a square head?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs do all the monsters have combined together?,How many monsters have a square head?,1
40,1,1,1,1,4,4,87,11,21,Does the purple monster have a circle head?,How many feet the blue monster have?,(== (shape p) Circle),(legs b),Does the purple monster have a circle head?,How many legs does the blue monster have?,1
40,1,1,1,1,4,4,32,12,12,How many legs do they have combined?,Is the purple monster's head the same shape as the blue's head?,(++ (map (lambda x0 (legs x0)) (set b r p))),(== (shape p) (shape b)),How many legs do all the monsters have combined together?,Is the purple monster's head the same shape as the blue monster's head?,1
40,1,1,1,1,4,4,1,13,12,How many legs does purple have?,How many monsters have one foots?,(legs p),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),How many legs does the purple monster have?,How many monsters have one leg?,4
40,1,1,1,1,4,4,62,14,12,How many have square heads?,Does the red or blue monster also have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(or (== (shape r) Square) (== (shape b) Square)),How many monsters have a square head?,Does either the red monster or the blue monster have a square head?,5
40,1,1,1,1,4,4,9,15,21,Does the red monster have a square head?,Do the monsters all have one leg?,(== (shape r) Square),(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),Does the red monster have a square head?,Do all the monsters have one leg?,1
41,1,1,1,3,5,5,82,1,12,Is the red monster's head a square or a circle?,How many legs do the monsters have combined?,(shape r),(++ (map (lambda x0 (legs x0)) (set b r p))),What shape is the red monster's head?,How many legs do all the monsters have combined together?,1
41,1,1,1,3,5,5,51,2,21,What is the shape of the red monster's head?,Does the purple monster have the same legs and head as the red monster?,(shape r),(and (== (legs p) (legs r)) (== (shape p) (shape r))),What shape is the red monster's head?,Does the purple monster have the same number of legs and head shape as the red monster?,5
41,1,1,1,3,5,5,66,3,21,Does any of the monsters have circle heads?,Does they all have the same number of legs?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),Do any of the monsters have a circle head?,Do all the monsters have the same number of legs?,1
41,1,1,1,3,5,5,46,4,12,Is there any monster with more than one leg?,Does the monster with the square head have two three or one leg?,(any (map (lambda x0 (> (legs x0) 1)) (set b r p))),(legs b),Do any of the monsters have more than one leg?,How many legs does the blue monster have?,5
