id,trial,AgeGroup,age_yr,age_mo,question_cond,quality_cond,exposure_cond,n_attempts_color,n_attempts_head,n_attempts_legs,exp_answer_response,exp_answer_correct,trial_index,trial_type,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_program,question_abstracted_idealized,notes,EIG,entropy,question_standard
138,4,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
139,1,Adults,NA,NA,heads,bad,exposure,3,4,4,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Why do the dolls have geometric figures?,NA,NA,invalid,NA,6.1699250014423175,NA
139,2,Adults,NA,NA,heads,bad,exposure,3,4,4,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,The blue monster,NA,NA,invalid,NA,3.169925001442312,NA
139,3,Adults,NA,NA,heads,bad,exposure,3,4,4,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,What is the color of the monster and its geometric shape?,NA,NA,ambiguous,NA,5.75488750216347,NA
139,4,Adults,NA,NA,heads,bad,exposure,3,4,4,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Why is one monster of each color placed in the box and not two?,NA,NA,invalid,NA,1,NA
141,1,Adults,NA,NA,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,how many monsters have circle heads,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,How many monsters have a circle head?
141,2,Adults,NA,NA,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,how many red monsters have circle heads?,NA,NA,ambiguous,NA,6.754887502163456,NA
141,3,Adults,NA,NA,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,how many monsters do not have three legs,(++ (map (lambda x0 (not (== (legs x0) 3))) (set b r p))),(++ (map (lambda x0 (not (== (legs x0) n))) (set b r p))),NA,0.9182958340544896,1.584962500721156,How many monsters do not have three legs?
141,4,Adults,NA,NA,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,how monsters have less than three legs?,(++ (map (lambda x0 (< (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (< (legs x0) n)) (set b r p))),rewrite,0.9182958340544891,4.584962500721156,How many monsters have less than three legs?
142,1,Adults,NA,NA,heads,bad,exposure,3,3,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,How many monsters have square head,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1,1,How many monsters have a square head?
142,2,Adults,NA,NA,heads,bad,exposure,3,3,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have 2 legs,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,How many monsters have two legs?
142,3,Adults,NA,NA,heads,bad,exposure,3,3,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many have square head,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,How many monsters have a square head?
142,4,Adults,NA,NA,heads,bad,exposure,3,3,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How amny have square head,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.9999999999999994,5.75488750216347,How many monsters have a square head?
143,1,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do all monsters have square heads?,(all (map (lambda x0 (== (shape x0) Square)) (set b r p))),(all (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,0.8112781244591328,2,Do all the monsters have a square head?
143,2,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,What is the total number of legs of all the monsters combined together,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,How many legs do all the monsters have combined together?
143,3,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many of the monsters have square heads,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,How many monsters have a square head?
143,4,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
145,1,Adults,NA,NA,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Do all the monsters have different shaped heads?,(== (setSize (unique (map (lambda x0 (shape x0)) (set b r p)))) 3),(== (setSize (unique (map (lambda x0 (shape x0)) (set b r p)))) n),NA,-1.6017132519074597e-15,4.584962500721156,Do all the monsters have a different head shape?
145,2,Adults,NA,NA,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do the red and blue monsters both have circle heads?,(and (== (shape r) Circle) (== (shape b) Circle)),(and (== (shape c) s) (== (shape c) s)),NA,0.8112781244591328,2,Do the red monster and the blue monster both have a circle head?
145,3,Adults,NA,NA,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
145,4,Adults,NA,NA,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do all the monsters have the same head and legs?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),NA,0.1831220683013709,6.754887502163456,Do all the monsters have the same number of legs and the same head shape?
146,1,Adults,NA,NA,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,how many legs do they have,NA,NA,ambiguous,NA,6.754887502163456,NA
146,2,Adults,NA,NA,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,how many have circle heads,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,How many monsters have a circle head?
146,3,Adults,NA,NA,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,how many legs do they have?,NA,NA,ambiguous,NA,1.584962500721156,NA
146,4,Adults,NA,NA,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,do they both have square heads?,(and (== (shape r) Square) (== (shape b) Square)),(and (== (shape c) s) (== (shape c) s)),NA,0.8112781244591328,2,Do the red monster and the blue monster both have a square head?
148,1,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have both square heads and one leg?,(++ (map (lambda x0 (and (== (legs x0) 1) (== (shape x0) Square))) (set b r p))),(++ (map (lambda x0 (and (== (legs x0) n) (== (shape x0) s))) (set b r p))),NA,1.5355491939082537,6.1699250014423175,How many monsters have one leg and a square head?
148,2,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Is the number of legs the same for all of the monsters?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756459,5.75488750216347,Do all the monsters have the same number of legs?
148,3,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,3.169925001442312,How many legs does the purple monster have?
148,4,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What is the shape of the red monster's head?,(shape r),(shape c),NA,1,1,What shape is the red monster's head?
149,1,Adults,NA,NA,legs,bad,exposure,3,2,5,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs are they combined all together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,1.584962500721156,How many legs do all the monsters have combined together?
149,2,Adults,NA,NA,legs,bad,exposure,3,2,5,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,NA,NA,NA,missing,NA,2,NA
149,3,Adults,NA,NA,legs,bad,exposure,3,2,5,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,how many legs in total?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,4.584962500721156,How many legs do all the monsters have combined together?
149,4,Adults,NA,NA,legs,bad,exposure,3,2,5,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,how many legs are they in total?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,How many legs do all the monsters have combined together?
150,1,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,how many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,How many legs does the purple monster have?
150,2,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,which monster have the same head as the blue monster?,NA,NA,invalid,NA,4.584962500721156,NA
150,3,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,What is the total number of legs combined?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,How many legs do all the monsters have combined together?
150,4,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,does the red and blue monster have the same head as the purple monster?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591328,2,Do all the monsters have the same head shape?
151,1,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,does the blue monster have a sqaure head,(== (shape b) Square),(== (shape c) s),NA,0.9999999999999994,5.75488750216347,Does the blue monster have a square head?
151,2,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,does the monster have only one leg,NA,NA,ambiguous,NA,3.169925001442312,NA
151,3,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,does the monster have a circle head,(== (shape r) Circle),(== (shape c) s),NA,1,1,Does the red monster have a circle head?
151,4,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,is the monster blue,NA,NA,invalid,NA,6.1699250014423175,NA
154,1,Adults,NA,NA,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many monsters have two legs,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160305,6.754887502163456,How many monsters have two legs?
154,2,Adults,NA,NA,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many monsters have a round head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,How many monsters have a circle head?
154,3,Adults,NA,NA,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the red monster have a round head?,(== (shape r) Circle),(== (shape c) s),NA,1,2,Does the red monster have a circle head?
154,4,Adults,NA,NA,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Do all of the monsters have three legs?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.9182958340544896,1.584962500721156,Do all the monsters have three legs?
156,1,Adults,NA,NA,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,What shape is the red monster's head?
156,2,Adults,NA,NA,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Are all the monsters the same?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),NA,0.30954342915032534,5.75488750216347,Do all the monsters have the same number of legs and the same head shape?
156,3,Adults,NA,NA,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the blue and purple monsters have more than one leg?,(and (> (legs b) 1) (> (legs p) 1)),(and (> (legs c) n) (> (legs c) n)),NA,0.9910760598382222,3.169925001442312,Do the blue monster and the purple monster both have more than one leg?
156,4,Adults,NA,NA,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What shape is the blue monster's head?,(shape b),(shape c),NA,0.9999999999999999,6.1699250014423175,What shape is the blue monster's head?
157,1,Adults,NA,NA,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does blue have?,(legs b),(legs c),NA,1.584962500721156,3.169925001442312,How many legs does the blue monster have?
157,2,Adults,NA,NA,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Who has a circle head?,NA,NA,invalid,NA,6.1699250014423175,NA
157,3,Adults,NA,NA,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does red have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
157,4,Adults,NA,NA,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,What shape is the blue's head?,(shape b),(shape c),NA,0.9999999999999994,5.75488750216347,What shape is the blue monster's head?
158,1,Adults,NA,NA,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,How many monsters have a square head?
158,2,Adults,NA,NA,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many legs do the monsters have in total?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,4.584962500721156,How many legs do all the monsters have combined together?
158,3,Adults,NA,NA,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,What is the combined number of all of the legs?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,How many legs do all the monsters have combined together?
158,4,Adults,NA,NA,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,What is the number of all of the monster legs combined?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,1.584962500721156,How many legs do all the monsters have combined together?
160,1,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,How many monsters have a square head?
160,2,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1,1,How many monsters have a circle head?
160,3,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have 2 legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,How many monsters have two legs?
160,4,Adults,NA,NA,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have 2 legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,How many monsters have two legs?
162,1,Adults,NA,NA,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,what shape head does the blue monster have?,(shape b),(shape c),NA,0.9999999999999994,5.75488750216347,What shape is the blue monster's head?
162,2,Adults,NA,NA,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,how many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,3.169925001442312,How many legs does the blue monster have?
162,3,Adults,NA,NA,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,how many monsters have 2 legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,6.1699250014423175,How many monsters have two legs?
162,4,Adults,NA,NA,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,Does the red monster have a square head?
163,1,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do each of the monsters have different shape heads?,(== (setSize (unique (map (lambda x0 (shape x0)) (set b r p)))) 3),(== (setSize (unique (map (lambda x0 (shape x0)) (set b r p)))) n),NA,-1.9220559022889516e-15,6.754887502163456,Do all the monsters have a different head shape?
163,2,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,Does the purple monster have three legs?
163,3,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Do the monsters have round heads?,NA,NA,ambiguous,NA,4.584962500721156,NA
163,4,Adults,NA,NA,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many of the monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,How many monsters have a square head?
164,1,Adults,NA,NA,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,do the blue or purple monsters have two legs,(or (== (legs b) 2) (== (legs p) 2)),(or (== (legs c) n) (== (legs c) n)),NA,0.9910760598382222,3.169925001442312,Does either the blue monster or the purple monster have two legs?
164,2,Adults,NA,NA,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,do the blue and red monster have round heads,(and (== (shape b) Circle) (== (shape r) Circle)),(and (== (shape c) s) (== (shape c) s)),NA,0.8112781244591336,6.1699250014423175,Do the blue monster and the red monster both have a circle head?
164,3,Adults,NA,NA,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,does the blue monster have two legs and a round head,(and (== (legs b) 2) (== (shape b) Circle)),(and (== (legs c) n) (== (shape c) s)),NA,0.6500224216483543,5.75488750216347,Does the blue monster have two legs and a circle head?
