id,trial,AgeGroup,AgeGroup_Split,age_yr,age_mo,age_mo_center,question_cond,quality_cond,exposure_cond,n_attempts_color,n_attempts_head,n_attempts_legs,exp_answer_response,exp_answer_correct,trial_index,trial_type,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_standard,question_program,question_abstracted_idealized,notes,EIG,entropy,match_head,match_legs,target_match,target_sim_standard,target_dist,same_as_last,sim_to_last_standard,dist_to_last,prev_trial_indices_reuse,prev_trial_indices_remixing
85,1,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many of the monsters have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,1,0,0,0.6724658012390137,3,NA,NA,NA,NA,NA
85,2,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,What is the sum of all of the monsters legs?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,0,1,1,1,0,0,0.6724658012390137,3,nonbest_legs,nonbest_legs
85,3,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have two legs?,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),NA,0.9182958340544896,1.584962500721156,0,0,0,0.7196745276451111,9,0,0.7196745276451111,9,"nonbest_legs,best_legs","nonbest_legs,best_legs"
85,4,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Are there more square heads or circle aheads amongst all of the monsters?,Are there more monsters with square heads or circle heads?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(> (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) (++ (map (lambda x0 (== (shape x0) s)) (set b r p)))),rewrite,0.8112781244591328,2,0,0,0,0.5092955827713013,16,0,0.8603293895721436,13,"nonbest_legs,best_legs,overcomplex_legs","nonbest_legs,best_legs,overcomplex_legs"
87,1,Adults,Adults,NA,NA,NA,legs,bad,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,NA,NA,NA,NA,NA
87,2,Adults,Adults,NA,NA,NA,legs,bad,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What shapes are the monster's heads?,NA,NA,NA,invalid,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,3,Adults,Adults,NA,NA,NA,legs,bad,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs do the monsters have?,NA,NA,NA,ambiguous,NA,6.754887502163456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,4,Adults,Adults,NA,NA,NA,legs,bad,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What is the shape of the red and blue monster's head?,NA,NA,NA,invalid,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1,Adults,Adults,NA,NA,NA,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,how many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,6.754887502163456,0,0,0,0.7946264743804932,9,NA,NA,NA,NA,NA
88,2,Adults,Adults,NA,NA,NA,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Is red a circle or square head?,What shape is the red monster's head?,(shape r),(shape c),NA,1,2,0,0,0,0.5001871585845947,9,0,0.5984600782394409,1,best_legs,best_legs
88,3,Adults,Adults,NA,NA,NA,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,how many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,1,0.5984600782394409,1,"best_legs,zero_legs",zero_legs
88,4,Adults,Adults,NA,NA,NA,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,if you summed the sides of the monster's heads how many sides are there?,NA,NA,NA,well-defined but not in grammar,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs are in total of all three monsters,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,0,1,1,1,0,NA,NA,NA,NA,NA
89,2,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have a circle head?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,1,0,0,0.6518522500991821,3,0,0.6518522500991821,3,best_legs,best_legs
89,3,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many square heads in total?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,1,0,0,0.6724658012390137,3,1,0.6724658012390137,3,"best_legs,zero_legs",best_legs
89,4,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,HOw many legs in total?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,1.584962500721156,0,1,1,1,0,1,0.6724658012390137,3,"best_legs,zero_legs,nonbest_legs","zero_legs,nonbest_legs"
90,1,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,how many legs does the monster have,NA,NA,NA,ambiguous,NA,3.169925001442312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,2,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,does the monster have a circle head,NA,NA,NA,ambiguous,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,3,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,does the red monster have 2 legs,Does the red monster have two legs?,(== (legs r) 2),(== (legs c) n),NA,0.9182958340544892,5.75488750216347,0,0,0,0.5614824891090393,11,NA,NA,NA,NA,NA
90,4,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,does the red monster have a square head,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.7653493881225586,2,nonbest_heads,nonbest_heads
91,1,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have a square head?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,1,0,1,1,0,NA,NA,NA,NA,NA
91,2,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have two legs?,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,0,0,0,0.7383034825325012,2,0,0.7383034825325012,2,best_heads,best_heads
91,3,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have three legs?,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,0,0,0,0.7185002565383911,2,1,0.7185002565383911,2,"best_heads,zero_heads",best_heads
91,4,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,How many monsters have a circle head?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1,1,1,0,1,0.8565942645072937,0,1,0.7016270160675049,2,"best_heads,zero_heads,nonbest_heads","zero_heads,nonbest_heads"
92,1,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,2,0,0,0,0.5253543257713318,10,NA,NA,NA,NA,NA
92,2,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1.0000000000000009,6.754887502163456,0,0,0,0.5253543257713318,10,1,NA,NA,zero_legs,
92,3,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many legs does the blue monster have?,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,4.584962500721156,0,0,0,0.8042423725128174,9,0,0.6034052968025208,3,"zero_legs,best_legs","zero_legs,best_legs"
92,4,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,1,0.6068264245986938,3,"zero_legs,best_legs,nonbest_legs","zero_legs,best_legs"
93,1,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,NA,NA,NA,NA,NA
93,2,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What is the number of circle heads plus the number of legs on the blue monster?,What is the number of legs the blue monster has plus the number of monsters with a circle head?,(+ (legs b) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(+ (legs c) (++ (map (lambda x0 (== (shape x0) s)) (set b r p)))),NA,2.2806721295208874,4.584962500721156,0,0,0,0.7674689292907715,6,0,0.7727316617965698,13,overcomplex_legs,overcomplex_legs
93,3,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many circle heads are there?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,1,0,0,0.6518522500991821,3,0,0.7978445291519165,3,"overcomplex_legs,nonbest_legs","overcomplex_legs,nonbest_legs"
93,4,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,What is the total number of legs?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,0,1,1,1,0,0,0.7946264743804932,3,"overcomplex_legs,nonbest_legs,zero_legs","overcomplex_legs,nonbest_legs,zero_legs"
94,1,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs do all of the monsters have combined?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,1.584962500721156,0,1,1,1,0,NA,NA,NA,NA,NA
94,2,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many monsters have circle heads?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.4999999999999998,6.754887502163456,1,0,0,0.6518522500991821,3,0,0.6518522500991821,3,overcomplex_legs,overcomplex_legs
94,3,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many monsters have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,1,0,0,0.6724658012390137,3,1,0.6724658012390137,3,"overcomplex_legs,best_legs",overcomplex_legs
94,4,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,1,0,0,0.6724658012390137,3,1,0.6724658012390137,3,"overcomplex_legs,best_legs,nonbest_legs",overcomplex_legs
95,1,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,1,0,1,1,0,NA,NA,NA,NA,NA
95,2,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.806182861328125,9,best_heads,best_heads
95,3,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs do the red and purple monsters have combined?,How many legs do the red and purple monsters have combined?,(+ (legs r) (legs p)),(+ (legs c) (legs c)),NA,1.584962500721156,3.169925001442312,0,0,0,0.6110674142837524,11,0,0.6183528900146484,4,"best_heads,overcomplex_heads","best_heads,overcomplex_heads"
95,4,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs do the monsters have combined?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.525968633001098,5.75488750216347,0,1,0,0.6724658012390137,3,0,0.8623546957969666,3,"best_heads,overcomplex_heads,zero_heads","best_heads,overcomplex_heads,zero_heads"
97,1,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the monster all have the same number of legs?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756454,3.169925001442312,0,0,0,0.6630567908287048,4,NA,NA,NA,NA,NA
97,2,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What is the shape of the red monster's head?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,0,0.46999096870422363,9,zero_heads,zero_heads
97,3,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What shape is the purple monster's head?,What shape is the purple monster's head?,(shape p),(shape c),NA,1,6.1699250014423175,0,0,0,0.7084317803382874,11,1,0.4558557868003845,9,"zero_heads,overcomplex_heads",zero_heads
97,4,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs does the red monster have?,How many legs does the red monster have?,(legs r),(legs c),NA,1.584962500721156,5.75488750216347,0,0,0,0.6261070370674133,11,0,0.7753081321716309,1,"zero_heads,overcomplex_heads,best_heads","zero_heads,overcomplex_heads,best_heads"
98,1,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the purple monster have,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,3.169925001442312,0,0,0,0.6266854405403137,11,NA,NA,NA,NA,NA
98,2,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have 1 leg,How many monsters have one leg?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,6.1699250014423175,0,0,0,0.6963624954223633,2,0,0.8165104389190674,11,zero_heads,zero_heads
98,3,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.6068264245986938,3,"zero_heads,best_heads","zero_heads,best_heads"
98,4,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs does the blue monster have?,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,5.75488750216347,0,0,0,0.6293059587478638,11,1,0.8163378238677979,3,"zero_heads,best_heads,overcomplex_heads","best_heads,overcomplex_heads"
99,1,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,circle,NA,NA,NA,invalid,NA,6.754887502163456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,2,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,square,NA,NA,NA,invalid,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,3,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,2,NA,NA,NA,invalid,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,4,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,3,NA,NA,NA,invalid,NA,1.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,"If square heads = 1 and circle heads = 0, what is the number of unknown legs plus the number of heads in order of red, purple, and blue?",NA,NA,NA,well-defined but not in grammar,NA,4.584962500721156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,What are the total number of legs in the box?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,1.584962500721156,1.584962500721156,0,1,1,1,0,NA,NA,NA,NA,NA
100,3,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,"If the head is round multiply the number of legs by -1, what is the value of legs in order of purple, blue, and red?",NA,NA,NA,well-defined but not in grammar,NA,6.754887502163456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,4,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,"What is the sum if the red head is round = 1, if the red head = square -1, if the blue head is round = 10, and the blue head is square = -10?",NA,NA,NA,well-defined but not in grammar,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have the same features as the purple monster?,How many monsters have the same number of legs and head shape as the purple monster?,(++ (map (lambda x0 (and (== (legs x0) (legs p)) (== (shape x0) (shape p)))) (set b r p))),(++ (map (lambda x0 (and (== (legs x0) (legs c)) (== (shape x0) (shape c)))) (set b r p))),NA,1.0222670655189312,6.1699250014423175,0,0,0,0.8035123348236084,8,NA,NA,NA,NA,NA
102,2,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs total do the monsters have?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.525968633001098,5.75488750216347,0,1,0,0.6724658012390137,3,0,0.8053847551345825,9,best_heads,best_heads
102,3,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the head of the red monster?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,0,0.6764366626739502,9,"best_heads,nonbest_heads","best_heads,nonbest_heads"
102,4,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the blue and purple monsters have the same number of legs?,Does the blue monster have the same number of legs as the purple monster?,(== (legs b) (legs p)),(== (legs c) (legs c)),NA,0.9182958340544896,3.169925001442312,0,0,0,0.5643495321273804,11,0,0.8445910215377808,4,"best_heads,nonbest_heads,overcomplex_heads","best_heads,nonbest_heads,overcomplex_heads"
103,1,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the head shape have corners?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,NA,NA,NA,NA,NA
